종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"195980","PLUS 신흥국MSCI(합성 H)","11085","-10","-0.09","11221.50","11175","11190","11070","31463","350703287","73826100000","0","6660000","MSCI EM Index","1249.38","8.13","0.65"
"373530","PLUS 신흥국MSCI인버스(합성 H)","9750","100","1.04","9634.90","9720","9750","9710","4","38890","5070000000","0","520000","MSCI EM Index","1249.38","8.13","0.65"
"256450","PLUS 심천차이넥스트(합성)","9615","15","0.16","9726.96","9620","9695","9590","2301","22235920","4807500000","0","500000","SZSE ChiNext Price Index","2277.15","7.83","0.34"
"447660","PLUS 애플채권혼합","12165","85","0.70","12172.89","12090","12195","12090","24054","292178041","20680500000","0","1700000","FnGuide 애플채권혼합 지수","2194.05","0.79","0.04"
"239660","PLUS 우량회사채50","120890","20","0.02","120879.23","120890","120890","120840","511","61766480","16924600000","0","140000","KOBI HALF CREDIT Index(총수익)","12436.14","2.89","0.02"
"421320","PLUS 우주항공&UAM","24165","-55","-0.23","24152.29","24150","24260","23930","25369","610506369","50746500000","0","2100000","iSelect 우주항공UAM 지수","2707.55","-7.47","-0.28"
"464920","PLUS 일본반도체소부장","13450","-435","-3.13","13687.71","13885","13895","13375","24020","325202880","28245000000","0","2100000","Solactive Japan Semiconductor Materials and Equipment Index PR","3740.58","-65.93","-1.73"
"489000","PLUS 일본엔화초단기국채(합성)","10035","0","0.00","10040.51","10035","10050","10030","25035","251326195","18063000000","0","1800000","KAP 일본 단기 국채 지수(총수익)","99.46","0.01","0.01"
"451000","PLUS 종합채권(AA-이상)액티브","115740","330","0.29","115635.25","115610","115765","115595","191","22099270","450344340000","0","3891000","KAP 종합채권지수(AA-이상, 총수익)","121.14","0.18","0.15"
"280920","PLUS 주도업종","13255","-50","-0.38","13223.05","13390","13390","13155","313","4164655","7290250000","0","550000","FnGuide 주도업종 지수","2009.65","-8.34","-0.41"
"266550","PLUS 중형주저변동50","15820","-75","-0.47","15778.70","16060","16060","15645","1550","24371765","3955000000","0","250000","FnGuide 중형주저변동50지수","3126.37","-30.30","-0.96"
"0047N0","PLUS 차이나AI테크TOP10","10220","90","0.89","10252.47","10270","10290","10155","140833","1440276280","9709000000","0","950000","Solactive China AI Tech Top10 Index(PR)","2195.04","34.91","1.62"
"495040","PLUS 코리아밸류업","12525","-85","-0.67","12522.10","12610","12610","12465","1322","16621930","31938750000","0","2550000","코리아 밸류업 지수","1276.85","-6.17","-0.48"
"301400","PLUS 코스닥150","13885","130","0.95","13955.54","14165","14165","13815","3286","45581515","5554000000","0","400000","코스닥 150","1381.13","11.66","0.85"
"301410","PLUS 코스닥150선물인버스","5135","-20","-0.39","5141.14","5135","5135","5090","3258","16621610","1540500000","0","300000","F-코스닥150 지수","1592.86","9.04","0.57"
"227830","PLUS 코스피","33035","-55","-0.17","32976.17","33205","33205","32800","934","30729700","8258750000","0","250000","코스피","3187.91","-4.38","-0.14"
"122090","PLUS 코스피50","29210","-35","-0.12","29187.67","29375","29375","29050","2362","68858865","22783800000","0","780000","코스피 50","2914.48","-0.95","-0.03"
"328370","PLUS 코스피TR","17625","25","0.14","17581.35","17600","17635","17480","322","5649935","119850000000","0","6800000","코스피 TR","4124.40","-5.67","-0.14"
"457990","PLUS 태양광&ESS","16565","265","1.63","16636.65","16625","16710","16465","33611","556242487","14080250000","0","850000","FnGuide 태양광 & ESS 지수","4330.81","67.18","1.58"
"0000J0","PLUS 한화그룹주","23780","-65","-0.27","23756.32","23920","24000","23605","147732","3510870667","162893000000","0","6850000","FnGuide 한화그룹주 지수","4953.32","-16.31","-0.33"
"148020","RISE 200","43640","-55","-0.13","43669.30","43820","43935","43400","692583","30234732805","1501216000000","0","34400000","코스피 200","431.10","-0.54","-0.13"
"361580","RISE 200TR","24290","-25","-0.10","24305.38","24305","24420","24150","31773","770376925","241685500000","0","9950000","코스피 200 TR","563.80","-0.71","-0.13"
"290080","RISE 200고배당커버드콜ATM","9760","-35","-0.36","9775.27","9805","9825","9692","28478","277855520","18056000000","0","1850000","코스피 200 고배당커버드콜 ATM 지수(시장가격지수)","1468.49","-7.65","-0.52"
"284980","RISE 200금융","16170","-165","-1.01","16132.59","16335","16455","15960","36186","583893028","17463600000","0","1080000","코스피 200 금융","1229.69","-17.35","-1.39"
"252400","RISE 200선물레버리지","22950","-75","-0.33","22943.67","23055","23225","22695","22758","525228985","25245000000","0","1100000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"252410","RISE 200선물인버스","4480","0","0.00","4482.42","4460","4500","4460","925","4141610","3584000000","0","800000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"252420","RISE 200선물인버스2X","1325","13","0.99","1321.80","1312","1335","1306","92350","122371164","13382500000","0","10100000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"475720","RISE 200위클리커버드콜","9560","10","0.10","9558.07","9565","9592","9520","1053342","10064344270","401520000000","0","42000000","코스피 200 위클리 커버드콜 ATM 지수","1270.01","0.75","0.06"
"448600","RISE 25-11 회사채(AA-이상)액티브","52550","0","0.00","52555.57","52555","52565","52550","3667","192705590","131480100000","0","2502000","KIS 2025년 만기도래 크레딧 종합채권 지수(AA-이상)(시장가격)","115.88","0.03","0.03"
"465330","RISE 2차전지TOP10","8085","350","4.52","8098.72","7835","8185","7835","576739","4635327306","67105500000","0","8300000","iSelect 2차전지 TOP10 지수(PR)","1774.31","77.49","4.57"
"465350","RISE 2차전지TOP10인버스(합성)","34655","-1710","-4.70","34656.96","35925","36000","34300","874271","30392184337","94434875000","0","2725000","iSelect 2차전지 TOP10 지수(PR)","1774.20","77.38","4.56"
"422420","RISE 2차전지액티브","5850","265","4.74","5842.05","5660","5890","5660","405221","2354174233","127179000000","0","21740000","iSelect 2차전지 지수 (시장가격지수)","3536.52","176.06","5.24"
"367760","RISE 5G테크","12520","50","0.40","12490.80","12460","12595","12400","7489","93443695","31926000000","0","2550000","FnGuide 5G 테크 지수","1724.44","0.97","0.06"
"105780","RISE 5대그룹주","6670","-25","-0.37","6669.22","6710","6710","6620","8794","58351085","13340000000","0","2000000","MKF 5대그룹주","6618.97","-23.61","-0.36"
"469070","RISE AI&로봇","10245","-35","-0.34","10246.51","10285","10300","10180","427546","4366776905","151113750000","0","14750000","iSelect AI&로봇 지수(시장가격)","2335.93","-9.66","-0.41"
"477080","RISE CD금리액티브(합성)","104300","10","0.01","104297.76","104295","104300","104295","4389","457768014","1061043900000","0","10173000","FnGuide CD금리투자 지수(총수익)","1429.43","0.30","0.02"
"290130","RISE ESG사회책임투자","15920","-40","-0.25","15930.06","15935","16015","15835","32429","516333280","87560000000","0","5500000","KRX ESG 사회책임경영지수(S)","2530.50","-4.33","-0.17"
"326240","RISE IT플러스","17045","135","0.80","17039.76","16965","17065","16925","24191","411124595","137382700000","0","8060000","FnGuide IT플러스 지수","2437.90","11.89","0.49"
"385560","RISE KIS국고채30년Enhanced","80835","485","0.60","80820.91","80350","81005","80350","16768","1354609049","510634695000","0","6317000","KIS 국고채30년Enhanced지수(시장가격)","7236.68","51.50","0.72"
"479520","RISE KOFR금리액티브(합성)","103965","25","0.02","103962.39","103960","103965","103960","2275","236515321","346619310000","0","3334000","KOFR 지수","1163.32","0.07","0.01"
"270800","RISE KQ고배당","13460","-60","-0.44","13490.33","13530","13545","13405","1519","20415460","8076000000","0","600000","FnGuide KQ고배당포커스 지수","6707.57","-35.45","-0.53"
"292050","RISE KRX300","20895","20","0.10","20914.49","20970","20970","20825","1340","28042410","7313250000","0","350000","KRX 300","1974.97","-0.77","-0.04"
"442550","RISE TDF2030액티브","13095","50","0.38","13126.29","13065","13135","13065","2887","37823461","7202250000","0","550000","iSelect 전략적자산배분 TDF 2030 지수","1792.23","5.05","0.28"
"442560","RISE TDF2040액티브","13660","70","0.52","13694.47","13640","13725","13630","2154","29413390","9562000000","0","700000","iSelect 전략적자산배분 TDF 2040 지수","1984.49","6.21","0.31"
"442570","RISE TDF2050액티브","14080","80","0.57","14048.56","14035","14090","14030","9947","139794760","28864000000","0","2050000","iSelect 전략적자산배분 TDF 2050 지수","2080.72","6.87","0.33"
"234310","RISE V&S셀렉트밸류","16350","20","0.12","16369.81","16415","16415","16310","25","408405","8175000000","0","500000","FnGuide 셀렉트 밸류 지수","3235.13","-5.91","-0.18"
"241390","RISE V&S셀렉트밸류채권혼합","12680","35","0.28","12677.71","12670","12715","12635","5069","64326745","15216000000","0","1200000","FnGuide 셀렉트벨류 채권혼합지수","2166.99","-1.48","-0.07"
"300640","RISE 게임테마","9060","60","0.67","9051.56","9015","9060","8970","16636","150025925","30804000000","0","3400000","WISE 게임 테마 지수 (시장가격지수)","4360.73","11.26","0.26"
"266160","RISE 고배당","17230","-215","-1.23","17253.47","17485","17560","17110","128554","2218519080","78396500000","0","4550000","FnGuide 고배당포커스 지수","11894.62","-106.04","-0.88"
"481430","RISE 국고채10년액티브","107270","405","0.38","107233.15","107110","107320","107030","1080","115834100","163157670000","0","1521000","KAP 국고채 10년 지수(총수익)","115.54","0.39","0.34"
"114100","RISE 국고채3년","109915","30","0.03","109925.20","109915","109915","109860","1190","130778275","51769965000","0","471000","KTB INDEX(시장가격)","10458.98","7.81","0.07"
"282000","RISE 국고채3년선물인버스","110785","40","0.04","110764.92","110790","110790","110785","4","443155","93059400000","0","840000","국채선물지수","1240.37","0.69","0.06"
"451670","RISE 국채30년레버리지(합성)","24620","175","0.72","24711.76","24545","24727","24545","77","1894997","12310000000","0","500000","KAP 국채30년 TR 지수(총수익)","102.91","0.66","0.65"
"295000","RISE 국채선물10년","55515","170","0.31","55521.79","55430","55535","55415","11","610435","5884590000","0","106000","10년국채선물지수","1239.07","5.16","0.42"
"295020","RISE 국채선물10년인버스","54845","-70","-0.13","54794.42","54930","54945","54830","183008","10028839125","153017550000","0","2790000","10년국채선물지수","1239.07","5.16","0.42"
"432600","RISE 국채선물3년","55570","110","0.20","55528.31","55570","55570","55465","69","3827505","5668140000","0","102000","국채선물지수","1240.37","0.69","0.06"
"397420","RISE 국채선물5년추종","52090","160","0.31","52054.08","51930","52090","51930","7","364072","5313180000","0","102000","5년 국채선물 추종 지수","1021.95","1.68","0.16"
"437370","RISE 글로벌농업경제","9355","-15","-0.16","9389.61","9370","9370","9300","196","1834225","5613000000","0","600000","MVIS Global Agribusiness Index(Price Return)","2911.70","13.89","0.48"
"375270","RISE 글로벌데이터센터리츠(합성)","12650","185","1.48","12603.71","12675","12675","12585","1984","25018472","8222500000","0","650000","Kelly Data Center & Tech Infrastructure Net Total Return Index","1571.70","7.02","0.45"
"475380","RISE 글로벌리얼티인컴","10200","-5","-0.05","10210.78","10210","10215","10160","22514","229206073","36720000000","0","3600000","Solactive Global Realty Income Index(Price Return)","2979.19","-11.68","-0.39"
"476310","RISE 글로벌비만산업TOP2+","8665","-180","-2.04","8692.17","8695","8695","8605","5239","45238252","4765750000","0","550000","KEDI 글로벌 비만 산업 Top2+ 지수(Price Return)","3196.50","0.00","0.00"
"417450","RISE 글로벌수소경제","7955","135","1.73","7969.02","7705","7990","7705","5315","42291010","13523500000","0","1700000","Indxx Hydrogen Economy Index (PR)","1873.14","34.58","1.88"
"442320","RISE 글로벌원자력","31140","445","1.45","31122.84","31000","31170","30855","297632","9234874947","256905000000","0","8250000","iSelect 글로벌원자력 지수(시장가격)","4469.17","91.06","2.08"
"461490","RISE 글로벌자산배분액티브","13475","60","0.45","13492.94","13465","13500","13445","251118","3382062919","271521250000","0","20150000","Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격)","1885.75","6.12","0.33"
"459750","RISE 글로벌주식분산액티브","14715","100","0.68","14743.81","14675","14730","14675","19129","281035870","17658000000","0","1200000","Bloomberg Global Equity Market Weighted Index(Price Return)","2124.10","5.18","0.24"
"399580","RISE 글로벌클린에너지","6985","30","0.43","6994.05","6960","7010","6910","8695","60341855","6985000000","0","1000000","S&P Global Clean Energy Transition Index (Price Return)","867.77","12.51","1.46"
"276650","RISE 글로벌테크놀로지(합성 H)","34575","395","1.16","34472.53","34495","34585","34275","10364","356309345","25931250000","0","750000","S&P Global 1200 Information Technology and Interactive Media & Services(PR)","3537.66","2.25","0.06"
"336160","RISE 금융채액티브","103685","-20","-0.02","103700.03","103650","103720","103650","349","36190158","44584550000","0","430000","KIS 종합채권금융채 2.5Y-3Y 지수 (총수익)","139.80","0.07","0.05"
"326230","RISE 내수주플러스","10300","-50","-0.48","10304.21","10435","10435","10235","12303","126602735","32960000000","0","3200000","FnGuide 내수주플러스 지수","1411.32","-12.37","-0.87"
"272560","RISE 단기국공채액티브","113615","10","0.01","113608.75","113605","113615","113600","2309","262330835","167582125000","0","1475000","KIS 종합채권국공채3M~1.5Y지수","137.30","0.02","0.01"
"385550","RISE 단기채권알파액티브","113065","5","0.00","113061.91","113055","113065","113040","1412","159632240","312172465000","0","2761000","KIS 단기채권알파지수(AA-이상)(총수익지수)","125.60","0.02","0.02"
"196230","RISE 단기통안채","115595","10","0.01","115598.77","115600","115600","115585","8784","1015380260","261475890000","0","2262000","KIS 통안채 5개월 지수(총수익)","12941.63","2.43","0.02"
"0061Z0","RISE 단기특수은행채액티브","50115","5","0.01","50114.96","50115","50115","50105","56771","2844882710","1044196140000","0","20836000","KAP 단기 특수은행채 지수(시장가격)","113.85","0.02","0.02"
"315960","RISE 대형고배당10TR","23925","-30","-0.13","23857.39","24005","24080","23720","43319","1035669205","86130000000","0","3600000","WISE 대형고배당10 TR 지수","2797.74","-5.42","-0.19"
"455890","RISE 머니마켓액티브","54450","15","0.03","54445.40","54445","54450","54440","419142","22820247834","2341458900000","0","43002000","KIS 시가평가 MMF 지수 (총수익지수)","117.82","0.02","0.02"
"401170","RISE 메타버스","6790","35","0.52","6771.13","6755","6790","6720","8359","56377771","106467200000","0","15680000","iSelect 메타버스 지수(시장가격지수)","1412.44","-0.76","-0.05"
"481340","RISE 미국30년국채액티브","9245","70","0.76","9226.35","9260","9265","9210","71060","656334185","30508500000","0","3300000","Bloomberg U.S Treasury 20+ Year Total Return Index","563.40","0.94","0.17"
"472870","RISE 미국30년국채엔화노출(합성 H)","8030","75","0.94","8042.62","8005","8040","8000","763435","6123738970","432415500000","0","53850000","KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수)","6972.21","48.27","0.70"
"472830","RISE 미국30년국채커버드콜(합성)","8760","60","0.69","8730.65","8720","8780","8720","32932","287890623","48180000000","0","5500000","Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR)","888.70","1.44","0.16"
"485690","RISE 미국AI밸류체인TOP3Plus","14405","165","1.16","14366.04","14380","14410","14310","42683","613113898","43215000000","0","3000000","KEDI 미국 AI 밸류체인 TOP3 Plus 지수(Price Return)","6431.71","0.00","0.00"
"490590","RISE 미국AI밸류체인데일리고정커버드콜","11880","155","1.32","11839.57","11855","11895","11810","719447","8526315211","122364000000","0","10300000","KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR)","7186.82","0.00","0.00"
"495940","RISE 미국AI테크액티브","11425","130","1.15","11433.41","11295","11480","11295","11289","129093935","31418750000","0","2750000","Solactive US AI Tech Active Index PR","5753.36","-3.73","-0.06"
"379780","RISE 미국S&P500","19070","135","0.71","19018.84","19010","19090","18995","319623","6082298372","1094618000000","0","57400000","S&P 500","6296.79","-0.57","-0.01"
"453330","RISE 미국S&P500(H)","15235","100","0.66","15193.99","15200","15235","15200","41997","638916296","99027500000","0","6500000","S&P 500","6296.79","-0.57","-0.01"
"0005C0","RISE 미국S&P500엔화노출(합성 H)","10520","20","0.19","10584.84","10510","10600","10495","974","10239785","10520000000","0","1000000","S&P500 Yen Hedged Index(PR)","2676.33","-0.30","-0.01"
"460660","RISE 미국S&P배당킹","10775","105","0.98","10785.55","10735","10785","10735","5763","62039840","15085000000","0","1400000","S&P Dividend Monarchs Index(Price Return)","1204.32","-3.18","-0.26"
"219390","RISE 미국S&P원유생산기업(합성 H)","5750","120","2.13","5793.08","5805","5810","5745","61437","354754310","15812500000","0","2750000","S&P Oil & Gas Exploration & Production Select Industry Index(PR)","4986.56","0.00","0.00"
"354240","RISE 미국고정배당우선증권","11395","140","1.24","11412.28","11255","11425","11255","8999","101964515","16522750000","0","1450000","ICE BofAML Core Plus Fixed Rate Preferred Securities Index(PR)","77.52","0.01","0.01"
"368590","RISE 미국나스닥100","23815","175","0.74","23756.76","23730","23845","23720","210623","5006327773","1076438000000","0","45200000","NASDAQ 100","23065.47","-15.58","-0.07"
"437350","RISE 미국단기투자등급회사채액티브","12100","20","0.17","12094.99","12120","12120","12065","20504","247790643","24805000000","0","2050000","Bloomberg US Corporate 1-5 Years Total Return Index","259.44","0.32","0.12"
"455960","RISE 미국달러SOFR금리액티브(합성)","11640","20","0.17","11701.19","11685","11685","11640","699","8147350","54126000000","0","4650000","KAP SOFR 지수","120.32","0.01","0.01"
"469530","RISE 미국달러선물인버스","9370","15","0.16","9377.97","9365","9395","9365","127","1190510","5996800000","0","640000","미국달러선물지수","1535.25","0.11","0.01"
"469060","RISE 미국반도체NYSE","16610","-20","-0.12","16566.73","16600","16635","16545","3574","59233657","15779500000","0","950000","NYSE Semicondoctor Index(Price Return)","1258.95","0.80","0.06"
"469050","RISE 미국반도체NYSE(H)","15450","-20","-0.13","15419.19","15420","15455","15420","3202","49425225","34762500000","0","2250000","NYSE Semicondoctor Index(Price Return)","1258.95","0.80","0.06"
"491630","RISE 미국반도체인버스(합성 H)","15950","-110","-0.68","16012.86","15960","16000","15945","2575","41102691","7177500000","0","450000","NYSE Semicondoctor Index(Price Return)","1258.95","0.80","0.06"
"490600","RISE 미국배당100데일리고정커버드콜","8915","100","1.13","8905.84","8860","8930","8860","199878","1780302818","68199750000","0","7650000","KEDI 미국 배당100 90%참여+데일리옵션 프리미엄 지수(총수익지수)","2120.34","0.00","0.00"
"0018Z0","RISE 미국양자컴퓨팅","13950","470","3.49","13931.42","13795","13950","13795","26031","361967664","9765000000","0","700000","Solactive US Quantum Computing Technology Index PR","5556.90","23.42","0.42"
"0013P0","RISE 미국은행TOP10","10060","150","1.51","10061.94","10015","10105","9975","6815","68286520","8551000000","0","850000","KEDI 미국 은행 TOP10 지수","2192.23","0.00","0.00"
"267440","RISE 미국장기국채선물(H)","8325","35","0.42","8329.05","8317","8325","8305","922","7669742","7492500000","0","900000","S&P U.S. Treasury Bond Futures Excess Return Index","202.84","0.56","0.28"
"267490","RISE 미국장기국채선물레버리지(합성 H)","5385","35","0.65","5393.30","5390","5400","5375","7744","41720330","6462000000","0","1200000","S&P U.S. Treasury Bond Futures Excess Return Index","202.84","0.56","0.28"
"267450","RISE 미국장기국채선물인버스(H)","11310","-35","-0.31","11311.72","11270","11310","11255","4","45105","5655000000","0","500000","S&P U.S. Treasury Bond Futures Excess Return Index","202.84","0.56","0.28"
"0036Z0","RISE 미국천연가스밸류체인","10180","80","0.79","10139.78","10145","10180","10080","3754","37962162","10180000000","0","1000000","Solactive US Natural Gas Value Chain Index PR","1529.43","0.58","0.04"
"491620","RISE 미국테크100데일리고정커버드콜","10245","65","0.64","10216.38","10205","10255","10205","359561","3677675036","92717250000","0","9050000","KEDI 미국 테크100 90%참여+데일리옵션 프리미엄 지수(TR)","3649.72","0.00","0.00"
"0036R0","RISE 미국휴머노이드로봇","12610","25","0.20","12633.62","12635","12645","12530","56711","715383525","13871000000","0","1100000","KEDI 미국 휴머노이드 로봇 지수(시장가격)","5087.62","0.00","0.00"
"0000Z0","RISE 바이오TOP10액티브","12565","150","1.21","12540.91","12590","12720","12370","71784","897335787","15706250000","0","1250000","KRX 바이오 TOP 10 지수","2607.18","-12.23","-0.47"
"446700","RISE 배터리 리사이클링","8835","310","3.64","8825.19","8610","8865","8610","46892","410068557","13429200000","0","1520000","iSelect 배터리 리사이클링 지수","2318.05","81.25","3.63"
"475350","RISE 버크셔포트폴리오TOP10","12380","130","1.06","12397.05","12340","12400","12340","57241","707500971","76756000000","0","6200000","Solactive Berkshire Portfolio Top10 Index(PR)","2612.75","-9.87","-0.38"
"388420","RISE 비메모리반도체액티브","11250","-45","-0.40","11281.72","11405","11405","11220","54829","618344035","255600000000","0","22720000","iSelect 비메모리반도체 지수(시장가격지수)","2861.48","-15.12","-0.53"
"448630","RISE 삼성그룹Top3채권혼합","10130","5","0.05","10148.50","10120","10165","10110","30460","308861075","16208000000","0","1600000","Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index","1752.62","3.17","0.18"
"367770","RISE 수소경제테마","14965","165","1.11","15024.78","14905","15035","14890","403242","6034404314","133936750000","0","8950000","FnGuide 수소 경제 테마 지수","1891.95","22.59","1.21"
"140570","RISE 수출주","14720","115","0.79","14777.78","14810","14810","14675","237","3498265","5888000000","0","400000","MKF 수출주 지수","14667.91","125.86","0.87"
"140580","RISE 우량업종대표주","15860","35","0.22","15860.93","15920","15920","15780","1119","17716490","7930000000","0","500000","MKF 우량업종대표주 지수","15852.57","-29.06","-0.18"
"379790","RISE 유로스탁스50(H)","15050","65","0.43","15038.72","15080","15100","15015","7179","108143540","12040000000","0","800000","EURO STOXX 50 Index","5359.23","-17.92","-0.33"
"498610","RISE 인도디지털성장","10345","-145","-1.38","10397.13","10455","10455","10315","1963","20359965","8276000000","0","800000","MarketVector Digital India Index(INR)(Price Return)			","3925.06","-12.69","-0.32"
"488480","RISE 일본섹터TOP4Plus","10105","15","0.15","10110.93","10115","10162","10090","644","6501080","6568250000","0","650000","Solactive Japan Samurai Sector TOP4 Plus Index(PR)","2209.49","-6.57","-0.30"
"385540","RISE 종합채권(A-이상)액티브","110090","155","0.14","110107.77","110125","110175","110030","1095","120566777","1573626460000","0","14294000","KIS 종합채권 지수(A-이상)(총수익지수)","126.97","0.19","0.15"
"183710","RISE 주식혼합","46585","150","0.32","46446.92","46575","46585","46575","2","93160","9317000000","0","200000","주식국채혼합(주식형)지수","1913.79","-1.50","-0.08"
"310080","RISE 중국MSCI China(H)","10220","165","1.64","10242.53","10090","10275","10055","5183","52695355","12264000000","0","1200000","MSCI China Index(USD, Price Return)","77.56","0.99","1.29"
"463300","RISE 중국본토CSI300","11045","75","0.68","11166.55","11070","11125","10970","3336","36724855","32030500000","0","2900000","CSI 300 Index","4058.55","24.06","0.60"
"174360","RISE 중국본토대형주CSI100","18920","180","0.96","19021.43","18755","18945","18690","16582","312861670","68112000000","0","3600000","CSI A100","3840.51","29.69","0.78"
"136340","RISE 중기우량회사채","107480","-15","-0.01","107499.81","107475","107495","107445","1590","170894392","178094360000","0","1657000","KOBI 크레딧 지수(총수익)","16113.22","10.54","0.07"
"281990","RISE 중소형고배당","15875","-130","-0.81","15888.94","16035","16195","15745","14817","234827465","11112500000","0","700000","FnGuide 중소형고배당포커스 지수","15414.57","-174.53","-1.12"
"272570","RISE 중장기국공채액티브","111425","10","0.01","111487.08","111425","111425","111425","4","445700","25070625000","0","225000","KIS 종합채권국공채4~5Y지수","151.67","0.18","0.12"
"250730","RISE 차이나HSCEI(H)","10765","85","0.80","10836.19","10670","10820","10635","17656","190261712","27989000000","0","2600000","Hang Seng China H","8922.57","57.05","0.64"
"291680","RISE 차이나H선물인버스(H)","7865","5","0.06","7825.51","7940","7940","7865","101","794440","3932500000","0","500000","Hang Seng China Enterprises Futures Index(Price Return)","11341.00","205.46","1.85"
"371150","RISE 차이나항셍테크","8280","70","0.85","8308.34","8210","8340","8210","33736","279747652","15318000000","0","1850000","Hang Seng TECH Index","5538.83","89.98","1.65"
"183700","RISE 채권혼합","65940","-70","-0.11","65952.81","66060","66060","65937","90","5941347","15825600000","0","240000","주식국채혼합(채권형)지수","1768.17","0.24","0.01"
"388280","RISE 컨택트대표","7775","-85","-1.08","7796.42","7820","7825","7745","4250","33013830","39808000000","0","5120000","FnGuide 컨택트대표 지수(시장가격지수)","730.01","-4.07","-0.55"
"498860","RISE 코리아금융고배당","14390","-220","-1.51","14355.11","14665","14665","14175","297953","4265944319","39572500000","0","2750000","iSelect 코리아 금융 고배당 지수","2146.38","-34.78","-1.59"
"495050","RISE 코리아밸류업","12640","-80","-0.63","12632.73","12820","12820","12565","551467","6969892090","123872000000","0","9800000","코리아 밸류업 지수","1276.85","-6.17","-0.48"
"270810","RISE 코스닥150","13620","75","0.55","13695.20","13560","13700","13540","73092","996402895","103239600000","0","7580000","코스닥 150","1381.13","11.66","0.85"
"278240","RISE 코스닥150선물레버리지","10575","175","1.68","10501.85","10510","10680","10430","36914","389148565","89570250000","0","8470000","F-코스닥150 지수","1592.86","9.04","0.57"
"275750","RISE 코스닥150선물인버스","3385","-30","-0.88","3396.77","3410","3410","3370","1746","5926405","2031000000","0","600000","F-코스닥150 지수","1592.86","9.04","0.57"
"302450","RISE 코스피","33400","-10","-0.03","33432.97","33445","33560","33250","1790","59770060","161990000000","0","4850000","코스피","3187.91","-4.38","-0.14"
"0047P0","RISE 테슬라고정테크100","11480","25","0.22","11455.48","11455","11500","11420","47846","548717137","13776000000","0","1200000","KEDI 테슬라고정테크100 지수(PR)","6431.66","0.00","0.00"
"0013R0","RISE 테슬라미국채타겟커버드콜혼합(합성)","8885","5","0.06","8852.23","9000","9000","8835","23914","211887111","15993000000","0","1800000","KEDI 테슬라미국30년국채15%타겟프리미엄 혼합지수(TR)","2451.68","0.00","0.00"
"449580","RISE 테슬라애플아마존채권혼합","15095","55","0.37","15086.51","15130","15130","15015","4814","72517815","9057000000","0","600000","iSelect 테슬라 애플 아마존 채권혼합지수(Price Return)","3851.51","-0.17","0.00"
"334690","RISE 팔라듐선물(H)","6545","320","5.14","6613.19","6430","6635","6430","28514","187188290","4581500000","0","700000","S&P GSCI Palladium Excess Return Index","769.39","0.83","0.11"
"334700","RISE 팔라듐선물인버스(H)","4200","-170","-3.89","4149.89","4225","4225","4105","11798","49284228","2100000000","0","500000","S&P GSCI Palladium Excess Return Index","769.39","0.83","0.11"
"0047R0","RISE 팔란티어고정테크100","12030","130","1.09","11952.69","11950","12040","11950","65550","786837569","15639000000","0","1300000","KEDI 팔란티어고정테크100 지수(PR)","4247.21","0.00","0.00"
"427120","RISE 플랫폼테마","8935","-15","-0.17","8914.01","8855","8935","8765","43354","381781390","33595600000","0","3760000","FnGuide 플랫폼테마 지수(시장가격지수)","1309.00","-1.30","-0.10"
"253280","RISE 헬스케어","15535","-55","-0.35","15591.73","15805","15805","15450","1138899","17687930442","34953750000","0","2250000","FnGuide 헬스케어 지수","3954.31","-12.87","-0.32"
"253290","RISE 헬스케어채권혼합","12560","95","0.76","12534.31","12480","12565","12460","28470","356935220","15072000000","0","1200000","FnGuide 헬스케어 채권혼합 지수","2201.64","-0.59","-0.03"
"411540","SOL 200 Top10","9065","-15","-0.17","9061.05","9085","9115","9030","3720","33642485","8158500000","0","900000","코스피 200 Top 10 지수","1372.44","-0.87","-0.06"
"295040","SOL 200TR","16040","0","0.00","16048.22","16070","16120","15945","59933","960653570","245412000000","0","15300000","코스피 200 TR","563.80","-0.71","-0.13"
"462540","SOL 25-09 회사채(AA-이상)액티브","54555","10","0.02","54553.13","54550","54555","54550","374","20403315","117511470000","0","2154000","KAP 25-09 크레딧 채권지수(AA- 이상, 총수익)","108.42","0.02","0.02"
"488980","SOL 26-12 회사채(AA-이상)액티브","52020","-5","-0.01","52034.64","52025","52030","52020","4349","226259885","243349560000","0","4678000","KAP 26-12 크레딧 채권지수(AA-이상, 총수익)","107.26","0.02","0.02"
"455860","SOL 2차전지소부장Fn","3940","200","5.35","3946.52","3805","4000","3805","1346829","5277752242","128050000000","0","32500000","FnGuide 2차전지 소부장 지수(PR)","2436.88","129.53","5.61"
