종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"455850","SOL AI반도체소부장","12310","-75","-0.61","12320.51","12445","12445","12240","385999","4748917044","348988500000","0","28350000","FnGuide AI 반도체 소부장 지수","2095.52","-10.20","-0.48"
"497880","SOL CD금리&머니마켓액티브","50095","5","0.01","50092.67","50090","50095","50090","22829","1143591207","78148200000","0","1560000","KAP CD&단기자금시장지수(PR)","117.38","0.02","0.02"
"444200","SOL KEDI메가테크액티브","23120","65","0.28","23075.01","23105","23200","22900","188960","4355290782","94792000000","0","4100000","KEDI 메가테크지수(PR)","3812.32","0.01","0.00"
"363510","SOL KIS단기통안채","110820","10","0.01","110825.07","110820","110820","110820","1","110820","28702380000","0","259000","KIS 단기통안채 Index(총수익)","12482.64","2.31","0.02"
"292500","SOL KRX300","20580","30","0.15","20600.80","20590","20590","20580","111","2285390","10290000000","0","500000","KRX 300","1974.97","-0.77","-0.04"
"404650","SOL KRX기후변화솔루션","12335","100","0.82","12373.73","12410","12430","12320","2698","33409760","7401000000","0","600000","KRX 기후변화 솔루션지수","2365.02","16.41","0.70"
"490480","SOL K방산","24230","0","0.00","24243.13","24405","24405","23950","218670","5286576176","93285500000","0","3850000","KEDI K방산 지수(PR)","5217.92","-9.21","-0.18"
"0022T0","SOL 골드커버드콜액티브","10750","15","0.14","10788.56","10725","10770","10720","265443","2849433390","24725000000","0","2300000","KEDI 골드인컴프리미엄 지수(NTR)","2427.03","0.00","0.00"
"438570","SOL 국고채10년","108955","370","0.34","108891.70","108700","108955","108685","9525","1037744337","129002720000","0","1184000","KAP 국고채10년지수(총수익지수)","116.99","0.41","0.35"
"474390","SOL 국고채30년액티브","56055","5","0.01","56188.96","56145","56210","56055","77","4322215","8968800000","0","160000","KAP 국고채30년 지수(TR)","102.60","0.43","0.42"
"438560","SOL 국고채3년","103210","30","0.03","103205.45","103260","103260","103155","248","25589690","21261260000","0","206000","KAP 국고채3년지수(총수익지수)","120.80","0.09","0.07"
"0066W0","SOL 국제금","9830","10","0.10","9874.73","9855","9855","9815","91228","896818484","11796000000","0","1200000","KEDI 국제금현물 ETF 가격지수(PR)","2620.94","0.00","0.00"
"400590","SOL 글로벌탄소배출권선물ICE(합성)","12225","-75","-0.61","12371.65","12300","12300","12225","4884","59851552","8557500000","0","700000","ICE Global Carbon Futures Index(Excess Return)","581.20","-5.71","-0.97"
"484880","SOL 금융지주플러스고배당","16280","-210","-1.27","16258.96","16500","16550","16125","970007","15791449396","194546000000","0","11950000","FnGuide 금융지주플러스고배당 지수(PR)","2256.55","-29.77","-1.30"
"484890","SOL 머니마켓액티브","51735","5","0.01","51732.99","51735","51735","51730","6560","339378600","9622710000","0","186000","KAP 시가 MMF 지수(TR)","117.96","0.02","0.02"
"461600","SOL 미국30년국채액티브(H)","8650","50","0.58","8657.20","8630","8660","8625","20157","174157510","54062500000","0","6250000","KAP 미국채 20Y+ 지수(시장가격)","58.80","0.53","0.91"
"473330","SOL 미국30년국채커버드콜(합성)","8860","60","0.68","8837.45","8810","8875","8805","253818","2244573734","272445000000","0","30750000","KEDI 미국 국채 20년+ 커버드콜 지수(NTR)","987.43","0.00","0.00"
"494210","SOL 미국500타겟커버드콜액티브","10190","95","0.94","10223.04","10140","10220","10135","103830","1055386887","9171000000","0","900000","KEDI 미국퀄리티500+월1%프리미엄 지수(NTR)","2596.94","0.00","0.00"
"479620","SOL 미국AI반도체칩메이커","12050","-10","-0.08","12015.28","12050","12050","12000","20814","250247062","27715000000","0","2300000","Solactive US AI Semiconductor Chip Makers Index(PR)","5770.03","-17.24","-0.30"
"481180","SOL 미국AI소프트웨어","14810","220","1.51","14798.38","14770","14835","14750","661167","9774319041","318415000000","0","21500000","KEDI 미국 AI 소프트웨어지수(PR)","4803.99","0.00","0.00"
"486450","SOL 미국AI전력인프라","17270","375","2.22","17163.25","17180","17360","17090","486908","8390313510","180471500000","0","10450000","KEDI 미국AI전력인프라 지수(PR)","8853.48","0.00","0.00"
"433330","SOL 미국S&P500","18260","130","0.72","18216.14","18200","18295","18200","28106","512426978","155210000000","0","8500000","S&P 500","6296.79","-0.57","-0.01"
"399110","SOL 미국S&P500ESG","16960","140","0.83","16893.10","16910","16960","16855","25263","427259800","78016000000","0","4600000","S&P500 Scored&Screened(PR)","543.82","-0.32","-0.06"
"0080X0","SOL 미국S&P500미국채혼합50","10135","60","0.60","10123.75","10115","10140","10095","152928","1546328246","12162000000","0","1200000","S&P 500 and iBoxx $ Treasuries 7-10Y 5050 Blend Index(USD) PR/TR Hybrid","438.65","0.52","0.12"
"499150","SOL 미국S&P500엔화노출(H)","10095","75","0.75","10130.92","10140","10140","10075","759","7662205","8076000000","0","800000","S&P500 Yen Hedged Index(PR)","2676.33","-0.30","-0.01"
"447620","SOL 미국TOP5채권혼합40 Solactive","13785","50","0.36","13768.11","13735","13835","13685","27438","377668645","57897000000","0","4200000","Solactive US TOP5 Balanced40 Index","1873.51","4.05","0.22"
"476030","SOL 미국나스닥100","13560","110","0.82","13523.71","13510","13575","13500","32954","445901212","50172000000","0","3700000","NASDAQ 100","23065.47","-15.58","-0.07"
"446720","SOL 미국배당다우존스","11080","115","1.05","11065.89","11050","11100","11050","382687","4236432903","805516000000","0","72700000","Dow Jones U.S. Dividend 100 Price Return Index","5728.33","-25.19","-0.44"
"452360","SOL 미국배당다우존스(H)","10920","95","0.88","10918.19","10910","10940","10910","119425","1304360844","235872000000","0","21600000","Dow Jones U.S. Dividend 100 Price Return Index","5728.33","-25.19","-0.44"
"493420","SOL 미국배당다우존스2호","10215","115","1.14","10200.98","10175","10230","10175","105166","1072748446","30645000000","0","3000000","Dow Jones U.S. Dividend 100 Index(TR)","14285.76","-62.76","-0.44"
"490490","SOL 미국배당미국채혼합50","10005","60","0.60","10006.27","9945","10020","9945","227242","2270096943","290145000000","0","29000000","KRX 다우존스 미국배당국채 혼합지수","1268.96","7.39","0.59"
"0023A0","SOL 미국양자컴퓨팅TOP10","18035","850","4.95","17826.74","17835","18145","17805","490237","8771704728","65827750000","0","3650000","KEDI 미국양자컴퓨팅 TOP10(PR)","6372.26","0.00","0.00"
"0051G0","SOL 미국원자력SMR","13870","270","1.99","13812.95","13820","13885","13820","1786289","24733737334","192099500000","0","13850000","KEDI 미국원자력 SMR 지수(PR)","10011.25","0.00","0.00"
"481190","SOL 미국테크TOP10","13895","85","0.62","13850.87","13830","13910","13815","276640","3832543047","185498250000","0","13350000","Solactive US Tech TOP 10 Custom Index(PR)","2358.48","2.95","0.13"
"481200","SOL 미국테크TOP10인버스(합성)","6985","-70","-0.99","7008.38","7040","7040","6970","10098","70410025","5588000000","0","800000","Solactive US Tech TOP 10 Custom Index(PR)","2358.48","2.95","0.13"
"475300","SOL 반도체전공정","8805","-105","-1.18","8801.50","8910","8910","8750","82730","727659625","19811250000","0","2250000","FnGuide 반도체 전공정 지수(PR)","1710.40","-19.33","-1.12"
"475310","SOL 반도체후공정","11950","45","0.38","11924.57","12000","12000","11845","23833","283602660","14340000000","0","1200000","FnGuide 반도체 후공정 지수(PR)","3538.32","-3.00","-0.08"
"400580","SOL 유럽탄소배출권선물S&P(H)","10285","-115","-1.11","10340.03","10315","10315","10280","388","3991535","7199500000","0","700000","S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER","216.46","0.40","0.18"
"459370","SOL 유럽탄소배출권선물인버스ICE(H)","11620","75","0.65","11607.10","11620","11655","11620","302","3509545","5810000000","0","500000","ICE EUA Carbon Futures Custom Roll Index(Excess Return)","1170.99","-11.06","-0.94"
"464610","SOL 의료기기소부장Fn","13050","-110","-0.84","13087.10","13110","13160","12975","15858","206870100","14355000000","0","1100000","FnGuide 의료기기소부장지수(PR)","2168.86","-6.27","-0.29"
"466930","SOL 자동차TOP3플러스","11140","-50","-0.45","11140.81","11235","11275","11065","45344","505459742","52358000000","0","4700000","FnGuide 자동차TOP3플러스지수(PR)","1746.00","-5.54","-0.32"
"464600","SOL 자동차소부장Fn","9285","40","0.43","9313.82","9350","9350","9240","1708","15856620","7892250000","0","850000","FnGuide 자동차소부장지수(PR)","1232.51","4.65","0.38"
"0005D0","SOL 전고체배터리&실리콘음극재","10570","630","6.34","10585.02","10080","10590","10080","552014","5730998399","25896500000","0","2450000","FnGuide 전고체배터리&실리콘음극재 지수(PR)","1599.05","92.87","6.17"
"466920","SOL 조선TOP3플러스","25745","15","0.06","25797.95","25730","25920","25375","1726177","44346592806","1081290000000","0","42000000","FnGuide 조선TOP3플러스지수(PR)","4359.57","0.76","0.02"
"0080Y0","SOL 조선TOP3플러스레버리지","10940","10","0.09","10948.79","10960","11050","10600","631969","6858567597","54700000000","0","5000000","FnGuide 조선TOP3플러스지수(PR)","4359.57","0.76","0.02"
"436140","SOL 종합채권(AA-이상)액티브","114970","110","0.10","115011.24","114915","114970","114910","35","4021990","974485720000","0","8476000","KAP K-종합채권지수(AA-이상, 총수익)","164.90","0.24","0.15"
"0016X0","SOL 중단기회사채(A-이상)액티브","50890","20","0.04","50880.05","50875","50890","50870","80853","4113527010","199081680000","0","3912000","KIS 중단기크레딧플러스채권(AA+~A-)지수(총수익)","120.77","0.04","0.03"
"220130","SOL 차이나강소기업CSI500(합성 H)","4960","45","0.92","4967.65","4930","4975","4922","9710","47870629","3968000000","0","800000","CSI 500 지수","6099.61","17.15","0.28"
"415760","SOL 차이나육성산업액티브(합성)","7630","35","0.46","7793.59","7675","7690","7600","1919","14738905","7782600000","0","1020000","STAR 50 Index(Price Return)","1007.53","1.88","0.19"
"413220","SOL 차이나태양광CSI(합성)","3875","-25","-0.64","3916.56","3915","3945","3875","5419","21069140","3875000000","0","1000000","CSI Photovoltaic Industry Index(PR)","2128.76","-21.77","-1.01"
"469830","SOL 초단기채권액티브","53410","10","0.02","53405.97","53405","53410","53405","171495","9159291864","873680780000","0","16358000","KAP 단기자금시장지수","120.53","0.02","0.02"
"495550","SOL 코리아밸류업TR","12755","-50","-0.39","12750.45","12885","12885","12680","28757","367290817","41453750000","0","3250000","코리아 밸류업 TR 지수","1319.64","-6.38","-0.48"
"450910","SOL 코스닥150","13455","140","1.05","13527.19","13475","13500","13365","298","4005990","26102700000","0","1940000","코스닥 150","1381.13","11.66","0.85"
"0040X0","SOL 팔란티어미국채커버드콜혼합","11140","140","1.27","11075.91","11200","11200","11010","224424","2493648747","17824000000","0","1600000","KEDI 팔란티어미국채커버드콜혼합지수(NTR)","2288.88","0.00","0.00"
"0040Y0","SOL 팔란티어커버드콜OTM채권혼합","10570","30","0.28","10537.43","10610","10610","10550","415995","4393650705","40166000000","0","3800000","KEDI 팔란티어커버드콜OTM 채권혼합지수(NTR)","1813.28","0.00","0.00"
"423170","SOL 한국형글로벌반도체액티브","21595","155","0.72","21523.93","21470","21595","21410","21825","468595267","56147000000","0","2600000","S&P Global Semiconductor Korea Tilted Index(PR)","9344.62","22.78","0.24"
"429980","SOL 한국형글로벌전기차&2차전지액티브","12440","230","1.88","12499.94","12315","12470","12315","3816","47501226","6220000000","0","500000","FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR)","319.83","4.33","1.37"
"0008T0","SOL 화장품TOP3플러스","15585","-545","-3.38","15572.70","15955","16035","15325","643995","9996313490","96627000000","0","6200000","FnGuide 화장품TOP3 플러스 지수(PR)","2258.01","-83.92","-3.58"
"102110","TIGER 200","43315","-45","-0.10","43355.54","43470","43605","43090","1778312","77029187893","2895607750000","0","66850000","코스피 200","431.10","-0.54","-0.13"
"139260","TIGER 200 IT","32420","210","0.65","32327.76","32210","32565","32100","29889","965210130","576427600000","0","17780000","코스피 200 정보기술","3285.35","12.35","0.38"
"139220","TIGER 200 건설","4440","-40","-0.89","4437.35","4495","4515","4355","558834","2463449290","47152800000","0","10620000","코스피 200 건설","441.76","-4.13","-0.93"
"139290","TIGER 200 경기소비재","17950","-100","-0.55","17973.65","18050","18105","17875","4647","83614965","5026000000","0","280000","코스피 200 경기소비재","1795.95","-8.26","-0.46"
"139270","TIGER 200 금융","12090","-205","-1.67","12099.23","12295","12310","11975","104396","1261980485","34093800000","0","2820000","코스피 200 금융","1229.69","-17.35","-1.39"
"227550","TIGER 200 산업재","9795","140","1.45","9825.50","9755","9820","9720","2815","27527775","3134400000","0","320000","코스피 200 산업재","957.99","13.53","1.43"
"227560","TIGER 200 생활소비재","11835","-220","-1.82","11849.32","12055","12055","11755","12168","143722287","8994600000","0","760000","코스피 200 생활소비재","1217.84","-22.09","-1.78"
"139250","TIGER 200 에너지화학","12310","155","1.28","12302.86","12160","12340","12160","46190","566121121","23142800000","0","1880000","코스피 200 에너지/화학","1221.50","12.10","1.00"
"139230","TIGER 200 중공업","10865","55","0.51","10875.77","10825","10895","10725","934805","10099596469","262715700000","0","24180000","코스피 200 중공업","1035.62","5.41","0.53"
"139240","TIGER 200 철강소재","12640","-60","-0.47","12635.55","12725","12740","12560","19451","246069302","5056000000","0","400000","코스피 200 철강/소재","1257.90","-8.97","-0.71"
"227540","TIGER 200 헬스케어","20820","-155","-0.74","20867.76","21070","21150","20660","845597","17609523741","62043600000","0","2980000","코스피 200 헬스케어","2222.55","-16.78","-0.75"
"243880","TIGER 200IT레버리지","33470","195","0.59","33458.38","32930","33960","32930","11842","393451757","24265750000","0","725000","코스피 200 정보기술","3285.35","12.35","0.38"
